time_value,geo_type,geo_value,sarscov2_tests,sarscov2_positive_tests,flu_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,flu_positive_tests
2023-10-21,nation,ca,39350.0,6996,24067.0,176,19,22479.0,535,9281.0,9286.0,133,9321.0,43,8204.0,1076,7697.0,13,148,195
2024-05-25,nation,ca,23789.0,1875,22042.0,110,322,20107.0,165,8378.0,8406.0,130,8336.0,200,6808.0,780,6960.0,139,592,432
2023-09-30,province,qc,15431.0,3287,4847.0,10,4,3788.0,90,1117.0,1129.0,23,1118.0,10,,0,1117.0,5,21,14
2024-03-23,province,bc,3552.0,348,3820.0,156,132,3707.0,104,924.0,924.0,32,924.0,62,900.0,104,900.0,56,57,288
2024-01-20,province,qc,11599.0,1345,11099.0,1634,40,7837.0,456,1843.0,1851.0,22,1837.0,43,,0,1698.0,71,9,1674
2024-03-23,province,on,7772.0,331,6960.0,230,236,6961.0,34,5076.0,5076.0,60,5085.0,249,5085.0,277,3452.0,256,208,466
2024-05-18,province,qc,7113.0,438,7668.0,26,275,5699.0,102,1540.0,1562.0,44,1539.0,63,,0,1437.0,34,74,301
2023-12-02,province,qc,14100.0,3127,7199.0,272,11,5533.0,634,1587.0,1613.0,62,1585.0,37,,0,1518.0,16,21,283
2024-02-10,province,bc,3940.0,423,4119.0,329,51,3937.0,247,969.0,969.0,57,969.0,69,918.0,114,918.0,57,32,380
2023-09-30,province,on,9291.0,1659,6186.0,23,7,6186.0,88,4948.0,4923.0,34,4948.0,18,4948.0,779,3325.0,7,66,30
2023-09-02,province,qc,9351.0,1524,3339.0,8,5,2540.0,29,847.0,851.0,23,848.0,12,,0,847.0,4,33,13
2023-11-11,province,on,9607.0,1752,7240.0,88,5,7241.0,552,5242.0,5242.0,48,5244.0,11,5244.0,455,3607.0,10,58,93
2024-03-23,province,qc,8609.0,194,9578.0,366,531,6480.0,216,1588.0,1614.0,24,1589.0,87,,0,1455.0,90,37,897
2024-01-20,province,on,9942.0,1280,8812.0,762,40,8808.0,263,6099.0,6091.0,39,6103.0,75,6103.0,193,4360.0,165,72,802
2023-12-09,nation,ca,46876.0,8217,34573.0,5096,100,31232.0,2305,11621.0,11699.0,214,11654.0,140,9980.0,599,9440.0,106,162,5196
2024-03-02,province,bc,3972.0,467,4231.0,222,83,4096.0,177,1082.0,1082.0,31,1082.0,79,1041.0,143,1041.0,56,26,305
2023-09-30,province,bc,3895.0,919,3598.0,49,2,3598.0,20,746.0,746.0,15,746.0,10,715.0,181,715.0,1,7,51
2024-03-30,nation,ca,29569.0,1434,29850.0,809,1970,26067.0,605,9394.0,9442.0,154,9329.0,468,7851.0,578,7797.0,469,425,2779
2023-12-30,province,on,11522.0,2037,9830.0,1476,62,9829.0,454,6809.0,4852.0,39,6809.0,67,6808.0,225,4422.0,110,88,1538
2024-01-06,province,on,11545.0,1943,9869.0,1152,53,9871.0,398,7059.0,5219.0,39,7012.0,75,7012.0,264,4722.0,159,113,1205
2024-05-18,province,on,5798.0,511,5264.0,21,40,5264.0,14,3898.0,3899.0,36,3899.0,148,3899.0,301,2517.0,63,230,61
2024-04-27,province,qc,7721.0,274,8474.0,66,551,5837.0,152,1588.0,1602.0,43,1588.0,98,,0,1450.0,70,81,617
2024-04-06,province,on,7100.0,329,6699.0,181,230,6704.0,46,4695.0,4695.0,35,4699.0,263,4699.0,287,3134.0,214,204,411
2023-11-11,nation,ca,38722.0,7036,26520.0,1307,37,24764.0,1268,9826.0,9843.0,143,9825.0,59,8530.0,913,8119.0,34,162,1345
2023-09-23,province,bc,3377.0,763,2928.0,43,0,2928.0,15,776.0,776.0,9,776.0,11,747.0,184,747.0,4,11,43
2024-02-24,province,on,8077.0,551,7189.0,458,169,7189.0,82,5114.0,5114.0,41,5113.0,134,5113.0,255,3416.0,279,93,627
2023-11-04,province,on,9060.0,1548,6996.0,36,4,6997.0,406,5215.0,5215.0,54,5218.0,9,5218.0,438,3508.0,15,52,40
2024-01-13,nation,ca,44189.0,5758,40233.0,4490,225,35286.0,2209,13182.0,12078.0,151,13207.0,217,11322.0,502,10891.0,347,154,4715
2023-12-23,province,on,11548.0,2163,9246.0,1053,47,9244.0,429,6421.0,5726.0,51,6415.0,50,6434.0,240,4389.0,73,94,1100
2023-09-09,province,on,6939.0,1073,4455.0,14,4,4455.0,39,3420.0,3420.0,28,3423.0,7,3423.0,438,2285.0,2,49,18
2023-10-28,nation,ca,37286.0,6670,23268.0,270,23,21745.0,707,9085.0,9099.0,135,9083.0,42,7977.0,999,7576.0,29,110,293
2023-09-16,province,bc,3111.0,642,2703.0,35,1,2702.0,11,753.0,753.0,14,753.0,4,722.0,143,722.0,1,20,36
2024-04-20,province,on,6469.0,298,5976.0,95,140,5976.0,40,4271.0,4271.0,42,4271.0,250,4273.0,333,2807.0,146,241,235
2024-04-20,province,qc,7913.0,189,8648.0,92,603,6130.0,154,1604.0,1623.0,37,1605.0,122,,0,1452.0,64,50,694
2024-02-17,province,on,8901.0,666,7689.0,569,144,7689.0,89,5369.0,5369.0,32,5376.0,115,5376.0,234,3661.0,328,76,713
2024-02-17,province,bc,3722.0,411,4006.0,273,56,3846.0,189,982.0,982.0,29,982.0,65,941.0,113,941.0,56,27,329
2023-12-23,province,qc,16682.0,3690,12090.0,1859,15,8774.0,802,1857.0,1875.0,49,1857.0,46,,0,1765.0,37,10,1874
2023-12-30,nation,ca,46997.0,7214,42482.0,7723,221,37639.0,2789,12871.0,10983.0,193,12881.0,227,10881.0,512,10328.0,256,174,7944
2024-01-06,province,qc,15874.0,2811,13858.0,2397,30,9953.0,728,2046.0,2050.0,45,2048.0,44,,0,1861.0,39,12,2428
2024-05-04,province,bc,3198.0,339,3399.0,83,91,3305.0,27,908.0,908.0,23,908.0,39,884.0,152,884.0,27,62,174
2023-09-16,nation,ca,31790.0,5242,18035.0,87,5,16808.0,138,7419.0,7438.0,109,7455.0,29,6331.0,1158,6174.0,14,119,92
2024-04-27,nation,ca,26661.0,1474,26772.0,308,1261,23420.0,344,8865.0,8904.0,120,8775.0,370,7263.0,837,7302.0,349,588,1569
2024-02-24,province,bc,3872.0,482,4225.0,245,77,4057.0,226,979.0,979.0,29,979.0,76,945.0,101,945.0,80,25,322
2024-04-27,province,bc,2961.0,276,3146.0,93,82,3029.0,31,798.0,798.0,14,798.0,38,774.0,134,774.0,19,73,175
2024-05-04,nation,ca,27314.0,1770,27146.0,309,1135,24050.0,305,9298.0,9341.0,136,9155.0,361,7717.0,802,7706.0,341,609,1444
2023-11-04,nation,ca,38183.0,6774,25317.0,666,25,23657.0,963,9496.0,9514.0,167,9519.0,52,8385.0,908,7754.0,29,137,691
2023-11-04,province,bc,3648.0,583,3562.0,92,4,3562.0,84,784.0,784.0,20,784.0,9,736.0,151,736.0,6,28,96
2023-10-28,province,bc,3262.0,485,3039.0,44,3,3039.0,53,669.0,669.0,20,669.0,5,637.0,148,637.0,3,18,47
2024-04-27,province,on,6117.0,334,5585.0,58,105,5585.0,36,4004.0,4004.0,30,4004.0,175,4006.0,396,2603.0,120,229,163
2024-04-20,province,bc,3017.0,272,3306.0,68,82,3224.0,54,880.0,880.0,26,880.0,37,864.0,141,864.0,30,61,150
2024-05-04,province,on,6486.0,516,5723.0,63,101,5718.0,23,4219.0,4219.0,38,4219.0,194,4220.0,341,2747.0,145,250,164
2024-02-10,province,qc,10544.0,773,11857.0,2135,124,7832.0,360,1832.0,1852.0,48,1828.0,48,,0,1653.0,157,9,2260
2024-04-20,nation,ca,27218.0,1309,27265.0,368,1355,23872.0,401,9022.0,9069.0,139,8934.0,462,7409.0,704,7391.0,364,494,1723
2024-05-11,province,bc,3142.0,412,3375.0,73,88,3302.0,18,863.0,863.0,15,863.0,34,847.0,141,847.0,19,76,161
2024-01-13,province,on,11346.0,1621,9980.0,906,59,9975.0,326,7137.0,5943.0,35,7144.0,44,7146.0,229,5030.0,158,83,965
2023-12-16,province,on,12142.0,2269,9265.0,785,38,9261.0,555,6696.0,6696.0,119,6707.0,42,6708.0,310,4616.0,68,91,823
2024-04-06,province,qc,8696.0,207,9682.0,247,788,6714.0,206,1640.0,1657.0,50,1639.0,115,,0,1495.0,94,57,1035
2024-05-11,nation,ca,26246.0,1950,26311.0,242,863,23182.0,248,8820.0,8842.0,113,8748.0,342,7153.0,736,7344.0,249,617,1105
2023-12-16,province,qc,15835.0,3796,10087.0,1173,12,7537.0,733,1664.0,1681.0,52,1669.0,42,,0,1583.0,25,12,1185
2023-09-09,province,bc,2640.0,441,2117.0,31,2,2101.0,5,545.0,545.0,18,545.0,2,516.0,88,516.0,2,9,33
2023-09-23,nation,ca,36264.0,6745,20121.0,103,4,18782.0,216,8139.0,8149.0,76,8194.0,31,6991.0,1416,6796.0,31,144,107
2024-04-13,nation,ca,29332.0,1440,29480.0,531,1775,25526.0,457,9502.0,9547.0,133,9417.0,437,7830.0,666,7843.0,428,566,2305
2024-02-24,province,qc,10925.0,557,11748.0,1671,309,8169.0,372,1825.0,1837.0,37,1825.0,51,,0,1644.0,169,29,1980
2024-04-13,province,bc,2987.0,276,3106.0,63,71,3023.0,38,843.0,843.0,22,843.0,43,809.0,86,809.0,42,58,134
2023-10-21,province,qc,12590.0,2346,5110.0,19,1,3889.0,186,1050.0,1058.0,38,1050.0,14,,0,1050.0,5,16,20
2024-01-13,province,bc,4862.0,607,4963.0,488,16,4737.0,370,1128.0,1126.0,28,1126.0,48,1089.0,125,1089.0,36,22,504
2023-12-30,province,bc,4930.0,426,5352.0,1011,13,5196.0,493,1181.0,1181.0,56,1181.0,53,1145.0,141,1145.0,34,37,1024
2023-12-23,nation,ca,48372.0,8131,40839.0,6853,184,35988.0,2624,12648.0,12035.0,187,12659.0,201,10800.0,600,10483.0,186,171,7037
2023-09-16,province,qc,11678.0,2115,4174.0,17,3,3181.0,53,1053.0,1071.0,26,1053.0,8,,0,1053.0,5,23,20
2024-04-13,province,on,6878.0,356,6251.0,106,217,6232.0,40,4485.0,4485.0,50,4489.0,250,4462.0,312,2974.0,185,229,323
2023-11-04,province,qc,11975.0,2206,5705.0,36,4,4506.0,310,1067.0,1085.0,42,1070.0,21,,0,1067.0,3,22,40
2024-02-17,nation,ca,35098.0,2850,33917.0,3198,739,29028.0,1303,10731.0,10779.0,132,10757.0,303,8854.0,547,8846.0,684,165,3938
2024-04-13,province,qc,8694.0,199,9725.0,191,776,6642.0,171,1621.0,1637.0,35,1615.0,93,,0,1508.0,84,70,967
2024-05-04,province,qc,7595.0,265,8454.0,61,497,5969.0,159,1558.0,1583.0,41,1554.0,83,,0,1466.0,42,87,558
2023-12-23,province,bc,3952.0,417,4747.0,790,14,4615.0,432,1194.0,1194.0,36,1194.0,34,1154.0,167,1154.0,28,36,804
2023-09-16,province,on,7337.0,1149,5145.0,15,0,5138.0,52,3886.0,3887.0,35,3886.0,14,3887.0,625,2636.0,6,52,15
2024-05-25,province,bc,2910.0,317,2978.0,37,37,2978.0,7,831.0,831.0,21,831.0,29,810.0,120,810.0,5,83,74
2023-09-09,province,qc,10215.0,1774,3649.0,7,1,2750.0,45,868.0,879.0,20,867.0,12,,0,868.0,7,19,8
2024-06-08,province,qc,5925.0,514,5596.0,21,29,4424.0,41,1369.0,1373.0,39,1365.0,48,,0,1261.0,19,71,50
2024-06-08,territory,nu,170.0,12,139.0,0,5,139.0,0,,,0,,0,,0,,0,0,5
2024-06-08,province,nb,762.0,39,589.0,0,5,589.0,1,102.0,102.0,6,102.0,3,102.0,23,102.0,0,21,5
2024-03-02,province,qc,10468.0,511,11373.0,1242,487,8150.0,325,1800.0,1822.0,41,1802.0,90,,0,1643.0,123,20,1729
2024-06-08,province,nl,669.0,95,581.0,2,2,581.0,3,581.0,581.0,2,581.0,9,581.0,85,581.0,9,33,4
2024-06-01,province,bc,2843.0,317,2923.0,154,30,2922.0,9,838.0,838.0,17,838.0,22,806.0,113,806.0,18,83,184
2023-10-07,province,on,9349.0,1646,6456.0,20,0,6456.0,126,4850.0,4851.0,32,4853.0,7,4853.0,717,3390.0,6,58,20
2024-06-08,province,ns,1030.0,118,958.0,7,4,810.0,1,37.0,37.0,0,37.0,0,37.0,2,37.0,0,8,11
2024-06-08,province,on,5387.0,375,4503.0,16,9,4484.0,10,3458.0,3458.0,26,3457.0,68,3457.0,318,2152.0,28,168,25
2023-10-14,province,qc,12605.0,2307,4978.0,11,3,3897.0,144,1094.0,1111.0,38,1096.0,11,,0,1094.0,8,15,14
2024-06-01,nation,ca,22885.0,1945,20520.0,232,185,18888.0,123,8080.0,8112.0,89,8021.0,201,6616.0,753,6696.0,120,514,417
2024-03-16,province,bc,3904.0,454,4077.0,180,148,3935.0,144,996.0,996.0,24,996.0,71,964.0,116,964.0,52,39,328
2024-06-08,province,pe,104.0,14,47.0,0,0,47.0,0,9.0,9.0,0,9.0,0,9.0,3,9.0,0,1,0
2024-02-03,nation,ca,36771.0,3434,35522.0,4007,526,30446.0,1799,11179.0,11223.0,182,11160.0,253,9317.0,468,9137.0,466,162,4533
2024-01-27,province,on,9238.0,1053,8274.0,734,49,8260.0,216,5677.0,5675.0,44,5678.0,64,5678.0,177,3941.0,227,80,783
2024-06-08,province,sk,1144.0,87,825.0,7,10,715.0,5,313.0,313.0,4,313.0,2,313.0,37,313.0,5,24,17
2023-11-25,province,qc,12938.0,2784,6561.0,134,4,4975.0,588,1442.0,1461.0,58,1442.0,37,,0,1357.0,13,15,138
2024-03-16,province,on,7702.0,421,6948.0,274,264,6948.0,61,5071.0,5072.0,40,5084.0,242,5084.0,274,3476.0,285,175,538
2024-05-25,province,qc,6510.0,407,6659.0,24,125,5180.0,102,1553.0,1564.0,38,1553.0,45,,0,1442.0,28,80,149
2023-11-25,province,on,10880.0,2412,8070.0,217,2,8068.0,699,5708.0,5712.0,61,5715.0,25,5716.0,335,3977.0,22,84,219
2024-06-08,province,mb,977.0,87,837.0,2,5,837.0,1,72.0,72.0,4,89.0,2,72.0,25,89.0,3,11,7
2024-01-27,province,qc,11052.0,1082,11277.0,1990,32,7786.0,427,1793.0,1807.0,42,1793.0,32,,0,1640.0,90,5,2022
2023-11-25,province,bc,3385.0,405,3517.0,226,3,3445.0,182,907.0,911.0,35,911.0,27,883.0,138,883.0,8,32,229
2023-11-25,nation,ca,42304.0,8169,29879.0,2632,36,27491.0,1872,10872.0,10920.0,207,10920.0,109,9427.0,718,9069.0,59,169,2668
2024-06-01,province,qc,6016.0,492,5784.0,15,62,4531.0,61,1439.0,1451.0,30,1440.0,64,,0,1326.0,19,63,77
2024-03-09,province,qc,9479.0,328,10775.0,953,568,7381.0,302,1681.0,1708.0,29,1677.0,95,,0,1522.0,106,31,1520
2023-10-14,nation,ca,38462.0,6750,23208.0,114,7,21748.0,391,8879.0,8913.0,123,8911.0,33,7762.0,1222,7435.0,24,114,121
2023-11-18,province,bc,3245.0,394,3258.0,117,4,3258.0,139,819.0,819.0,33,704.0,18,779.0,147,779.0,4,28,121
2024-02-17,province,qc,11071.0,735,11966.0,1988,183,7969.0,363,1863.0,1875.0,37,1864.0,69,,0,1700.0,138,10,2171
2024-02-03,province,qc,10995.0,943,12036.0,2298,73,7985.0,405,1833.0,1841.0,47,1831.0,45,,0,1647.0,84,10,2371
2023-10-14,province,on,8426.0,1287,6283.0,19,0,6281.0,156,4898.0,4915.0,37,4915.0,10,4915.0,677,3461.0,4,57,19
2024-01-27,nation,ca,37089.0,3779,35174.0,3904,380,30616.0,1791,11007.0,11062.0,173,11026.0,233,9212.0,403,9111.0,473,128,4284
2024-06-08,province,bc,2901.0,430,2698.0,39,13,2698.0,3,683.0,683.0,15,683.0,14,662.0,116,662.0,9,70,52
2023-10-28,province,qc,12003.0,2195,5450.0,35,6,4234.0,264,1063.0,1077.0,39,1066.0,15,,0,1065.0,4,21,41
2024-06-08,nation,ca,22518.0,2188,17867.0,103,99,16269.0,68,7521.0,7541.0,106,7482.0,147,6133.0,724,6103.0,87,445,202
2023-10-07,province,qc,15684.0,3480,5628.0,21,2,4333.0,119,1178.0,1195.0,34,1180.0,9,,0,1178.0,1,24,23
2024-06-08,province,ab,3397.0,410,1057.0,9,16,908.0,3,897.0,897.0,10,830.0,1,884.0,107,897.0,14,38,25
2024-03-16,nation,ca,32416.0,1987,30555.0,1332,1656,26585.0,845,9750.0,9808.0,127,9742.0,475,8300.0,554,8007.0,575,334,2988
2024-06-01,province,on,5371.0,380,4749.0,22,12,4725.0,8,3628.0,3628.0,25,3631.0,84,3631.0,326,2389.0,30,186,34
2024-06-08,territory,nt,16.0,0,16.0,0,0,16.0,0,,16.0,0,16.0,0,16.0,8,,0,0,0
2023-09-02,province,bc,2651.0,478,2158.0,53,0,2158.0,7,635.0,635.0,16,635.0,1,608.0,96,608.0,1,13,53
2023-12-02,nation,ca,44713.0,8062,32859.0,3818,85,30258.0,2115,11676.0,11737.0,252,11703.0,106,10068.0,684,9880.0,75,176,3904
2023-11-18,province,qc,13182.0,2664,6454.0,88,6,4910.0,498,1426.0,1437.0,62,1426.0,34,,0,1324.0,13,19,94
2023-12-30,province,qc,15739.0,3093,13501.0,2615,9,9849.0,742,2004.0,2010.0,50,2006.0,43,,0,1885.0,56,17,2625
2023-12-02,province,bc,3639.0,375,3836.0,414,8,3783.0,252,983.0,983.0,30,983.0,23,959.0,148,959.0,18,29,422
2024-03-09,province,bc,3860.0,475,4160.0,180,117,4043.0,160,1002.0,1002.0,23,1002.0,76,956.0,119,956.0,57,31,297
2023-09-02,nation,ca,25656.0,3694,14543.0,100,9,13610.0,79,6234.0,6238.0,101,6260.0,21,5345.0,668,5054.0,14,124,109
2024-01-06,province,bc,5300.0,507,5634.0,820,22,5404.0,534,1229.0,1229.0,51,1229.0,71,1197.0,116,1197.0,47,33,842
2023-11-18,province,on,10470.0,2132,7797.0,209,12,7796.0,617,5505.0,5505.0,52,5505.0,20,5506.0,374,3838.0,16,68,221
2023-10-14,province,bc,4047.0,774,3828.0,28,1,3828.0,40,758.0,758.0,16,758.0,10,717.0,166,717.0,1,17,29
2024-03-16,province,qc,9376.0,284,9835.0,595,554,6559.0,235,1433.0,1458.0,29,1433.0,81,,0,1287.0,94,27,1149
2024-03-09,nation,ca,32484.0,2027,31700.0,1759,1623,27634.0,1006,9897.0,9989.0,131,9915.0,453,8230.0,537,8072.0,552,271,3382
2024-03-23,nation,ca,30991.0,1602,30633.0,1011,1783,26748.0,666,9990.0,10056.0,143,9948.0,461,8413.0,558,8202.0,557,410,2794
2024-02-03,province,on,9011.0,879,7738.0,642,79,7736.0,164,5534.0,5534.0,41,5534.0,75,5534.0,181,3717.0,233,92,721
2024-02-03,province,bc,4420.0,470,4626.0,397,58,4426.0,324,1085.0,1085.0,39,1085.0,59,1035.0,94,1035.0,46,14,455
2024-01-27,province,bc,4459.0,530,4722.0,504,41,4514.0,332,996.0,996.0,34,996.0,48,961.0,81,961.0,38,13,545
2023-10-07,nation,ca,42173.0,8354,23658.0,151,12,22042.0,298,8791.0,8809.0,124,8828.0,28,7559.0,1319,7305.0,19,118,163
2023-11-18,nation,ca,41432.0,7789,28583.0,2069,46,26517.0,1551,10441.0,10452.0,212,10315.0,81,8958.0,774,8674.0,56,145,2115
2024-03-02,province,on,8299.0,515,7133.0,408,207,7134.0,88,5157.0,5157.0,52,5157.0,174,5157.0,240,3511.0,292,146,615
2023-09-02,province,on,6230.0,772,4324.0,17,4,4324.0,35,3406.0,3406.0,31,3407.0,7,3409.0,356,2230.0,3,63,21
2024-02-10,nation,ca,34740.0,3054,33997.0,3525,592,29075.0,1515,10714.0,10761.0,198,10709.0,272,8831.0,553,8766.0,596,167,4117
2024-03-09,province,on,7884.0,368,6873.0,336,281,6873.0,61,4982.0,4982.0,39,4991.0,224,4991.0,240,3342.0,268,132,617
2024-01-06,nation,ca,48060.0,6974,43260.0,6268,260,37934.0,2693,13434.0,11675.0,173,13431.0,295,11366.0,546,10903.0,334,199,6528
2024-05-25,province,on,5434.0,433,4779.0,20,16,4752.0,5,3806.0,3806.0,38,3808.0,98,3808.0,311,2511.0,55,246,36
2023-10-07,province,bc,4202.0,872,3878.0,62,2,3878.0,28,755.0,755.0,21,755.0,5,706.0,168,683.0,7,14,64
2024-06-01,province,nl,700.0,85,621.0,3,8,621.0,16,621.0,621.0,8,621.0,17,621.0,93,621.0,10,54,11
2024-06-01,province,pe,113.0,7,68.0,0,0,68.0,0,13.0,13.0,0,13.0,1,13.0,7,13.0,0,1,0
2024-06-01,province,ns,950.0,67,877.0,0,4,789.0,4,29.0,29.0,0,29.0,1,29.0,5,29.0,1,1,4
2024-06-01,province,nb,814.0,31,800.0,2,10,800.0,4,117.0,117.0,2,117.0,2,117.0,17,117.0,3,13,12
2024-06-01,province,sk,1070.0,77,796.0,2,10,686.0,8,279.0,279.0,1,279.0,4,279.0,49,279.0,10,24,12
2024-06-01,province,ab,3767.0,390,2676.0,20,39,2541.0,5,801.0,801.0,6,737.0,4,789.0,76,801.0,28,59,59
2024-06-01,province,mb,990.0,84,786.0,8,6,786.0,1,94.0,94.0,0,94.0,0,94.0,24,94.0,1,14,14
2024-06-01,territory,nu,155.0,7,144.0,0,1,144.0,2,,,0,,0,,0,,0,0,1
2024-06-01,territory,yk,42.0,1,24.0,1,0,24.0,0,,,0,,0,,0,,0,0,1
2024-06-01,territory,nt,21.0,1,21.0,0,0,21.0,0,,21.0,0,21.0,0,22.0,5,,0,0,0
2024-05-25,province,ab,3819.0,378,2913.0,17,66,2784.0,12,792.0,792.0,7,739.0,0,779.0,91,792.0,14,55,83
2024-05-25,province,mb,1015.0,50,837.0,2,8,837.0,3,86.0,86.0,2,95.0,1,86.0,21,95.0,2,14,10
2024-05-25,province,nl,798.0,76,674.0,3,1,674.0,11,674.0,674.0,11,674.0,23,674.0,122,674.0,14,64,4
2024-05-25,province,nb,709.0,31,741.0,2,15,741.0,4,94.0,94.0,4,94.0,1,94.0,32,94.0,3,8,17
2024-05-25,territory,yk,35.0,0,27.0,1,3,27.0,0,,,0,,0,,0,,0,0,4
2024-05-25,territory,nt,17.0,2,17.0,0,0,17.0,1,,17.0,1,17.0,1,17.0,4,,0,0,0
2024-05-25,territory,nu,167.0,6,140.0,0,6,140.0,5,,,0,,0,,0,,0,0,6
2024-05-25,province,ns,1103.0,91,1045.0,5,20,888.0,5,33.0,33.0,1,33.0,0,33.0,3,33.0,1,2,25
2024-05-25,province,sk,1118.0,65,778.0,0,18,658.0,9,275.0,275.0,2,275.0,1,275.0,42,275.0,10,24,18
2024-05-25,province,pe,121.0,13,88.0,0,0,88.0,0,11.0,11.0,2,11.0,0,11.0,5,11.0,0,4,0
2024-05-18,province,nb,792.0,31,788.0,2,28,788.0,5,79.0,79.0,2,79.0,2,79.0,17,79.0,2,11,30
2024-05-18,province,ab,3964.0,312,3122.0,27,80,2930.0,15,754.0,754.0,7,705.0,2,744.0,75,754.0,22,56,107
